,time,activityrecognition#1,android.sensor.gravity#std,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#std,android.sensor.rotation_vector#mean,sound#mean,target,user,new4_std,game_rot_vec_std,mag_field_mean
61,77.0,92.0,3.54347174073e-07,0.976406990598,2.08786354882,323.147984813,4.25073510815,0.803643637176,78.1953982947,Walking,U2,1.4756576694257502,0.0157866297707,75.3683630198
62,391.0,51.0,5.19283764198e-07,1.28651332295,0.134969587959,320.090479455,0.149386468921,0.820888536369,89.7608560537,Walking,U1,0.03249629040402,0.00162016106546,61.683770334399995
63,43.0,100.0,2.27754011471e-07,0.392516720291,0.635221903616,200.599895748,0.0135575573782,0.971980986837,89.7825690266,Still,U1,0.008891085325985,5.4106212937149995e-05,95.79046627945002
64,92.0,100.0,2.06418611058e-07,0.157847947396,0.272802196812,224.606500484,0.168965322242,0.964560692374,75.8674249784,Car,U13,0.032313633623775,0.001642343106935,303.23223898749995
65,94.0,85.0,2.06211429319e-06,0.738831891731,1.81233939781,283.484875981,0.161450056112,0.688702180389,81.1213185886,Bus,U7,0.04247909077409,0.001171139966345,111.06955337985
66,51.0,100.0,5.22925740595e-07,0.905196751349,0.792659537304,242.955499699,33.512177929,0.907016683559,86.7794830173,Bus,U1,0.135993871833375,0.00403683191814,91.10503663435
68,82.0,69.0,4.26805325304e-07,1.13027189631,0.208617451317,138.797706221,0.00108423427411,0.936516746422,78.9525949477,Train,U1,0.007505987281447499,2.0998737458615e-05,143.95492965
70,361.0,100.0,9.48909016718e-07,0.0417747620104,0.889292378775,348.97138536,1.59687589686e-05,0.0964551338654,38.6899690249,Still,U10,0.00486515305194,4.167120204205e-06,159.35141340295002
72,141.0,100.0,1.09149356291e-05,0.508650096674,0.302248208147,157.699317891,0.342177464479,0.936076316756,73.0950786651,Train,U7,0.09350009615656,0.0018764334171435001,156.704555428
73,60.0,25.0,5.6863968197e-07,1.34653791154,7.55438644505,203.88202068,5.51291678925,0.99951887999,88.6256666361,Walking,U1,1.77329698157275,0.0279050763751585,78.62228476005001
76,280.0,66.0,3.24137748938e-07,1.17389070649,1.9744407607,51.7398900754,4.63508240842,0.366817451541,80.4691647529,Train,U7,0.1454644662822,0.0182510211603,141.1509381215
77,64.0,100.0,4.52433312393e-07,0.900703900329,1.94581866856,321.109724143,11.7095836996,0.677079542153,86.7794830173,Bus,U1,0.138337479658175,0.013771418104055001,81.87570292225
78,63.0,100.0,3.95641606711e-07,1.03122315534,2.25814888952,343.379705996,11.7095836996,0.689623355406,86.7794830173,Bus,U1,0.189185473091925,0.0369727176866,86.77728669494999
83,53.0,100.0,4.41986608687e-07,0.791726267157,0.376341817927,340.76491041,0.231167305065,0.319236148521,89.8238709459,Car,U1,0.2653251684897875,0.008322592503430001,106.4122043987
85,122.0,100.0,6.35554646457e-07,0.209856736453,0.137267914822,42.3515406546,0.0523313876162,0.358513286213,68.0383450104,Train,U7,0.0144225165890225,0.000466294087785,135.147420792
87,9.0,100.0,5.3363954205e-07,0.209689918962,0.584470926451,143.248399791,0.098474001173,0.949085592169,89.6388799856,Train,U1,0.07299719632323474,0.0045091551665145,116.1582222503
88,439.0,100.0,3.13659806678e-07,2.36686350697,0.456590235462,323.332841838,0.0669393048579,0.991803585567,89.7563374479,Train,U1,0.0889287252679175,0.0001329269535765,66.8030578643
89,19.0,100.0,2.07523324495e-05,0.372059241109,0.618573079254,271.19632252,0.600242655132,0.827669487648,46.5675920688,Still,U10,0.132128956466175,0.0245815481525,149.4051264447
90,24.0,100.0,4.35035591355e-07,2.14395301783,7.50642577568,215.948981346,15.7896540863,0.813465110644,82.5983071501,Walking,U2,1.2321451326875,0.004599140266399,61.963180489500004
91,102.0,69.0,3.74518951603e-07,1.74967264508,0.865404898841,161.085928226,0.340118052785,0.986794199829,89.7569024022,Train,U1,0.08412243546970251,0.00035941502105199996,124.05629602085
94,43.0,100.0,5.24937443211e-07,8.39264256348,0.987072360738,142.369932515,28.7102862271,0.732798351675,76.8758639665,Walking,U2,1.3725449771455,0.02556210750895,65.11894907735001
95,98.0,100.0,3.53141363957e-07,5.32609608271,0.848390486361,91.2856628069,20.1478020057,0.67422383262,89.7147123776,Train,U1,0.0443542920590725,0.057952531378403505,86.7513436266
96,331.0,100.0,2.27379372411e-07,0.198768512834,0.855611354219,180.985719209,0.0362014990962,0.998631502482,89.8947765612,Still,U1,0.0300407144196,0.0006322758770720001,92.39899229865
101,45.0,100.0,4.48383479807e-07,0.726933087569,0.4271628209,335.889385543,0.0580556483388,0.210536398486,57.8329242284,Train,U7,0.004210908511625,0.0005358697021485001,141.7683587975
102,445.0,5.0,1.30621007392e-06,0.606073622586,0.651729997258,292.025891463,0.312384211211,0.787569832783,6.02059991328,Walking,U3,0.091493462006275,0.007964978522685,67.20064009075
104,297.0,100.0,3.43082346916e-07,0.437166219018,3.35076919731,207.807775015,18.7974955596,0.963984865647,89.7566199297,Walking,U1,1.968645254687,0.0036089865838435,102.91905111275
105,12.0,100.0,4.31525794984e-07,0.674058653989,1.29421310875,260.085225335,14.7101107485,0.917641654326,89.7478587212,Bus,U1,0.18862375460515,0.0046892344927050005,92.95399944125
106,120.0,23.0,5.44666183737e-07,3.01580232664,0.908474531134,171.089887271,0.141421552813,0.997550421012,89.7755253089,Train,U1,0.158053714720175,0.000720955188343,117.6176028944
109,26.0,54.0,1.88392338404e-05,4.40347981387,1.85557206197,65.8696412992,0.835519535107,0.547367570093,80.8273502513,Still,U10,0.0535942886847925,0.00728891476178,149.92504877715
110,86.0,100.0,3.69789083578e-07,0.378739641477,0.424420300993,138.811605617,0.0223399309335,0.936190352059,51.8212921405,Still,U1,0.0077106248355525,6.569568415685e-05,108.73927254055
111,119.0,100.0,5.82601430802e-07,0.883324128992,0.270045435966,187.3459717,0.495010627372,0.926572270288,89.0498356558,Bus,U1,0.0573123619619975,5.21445607575e-05,71.8554225325
112,75.0,100.0,5.39827911663e-07,0.850861768466,0.00594704521566,138.65287539,0.028000549386,0.935779547203,56.6373954856,Still,U1,0.0077451976993150005,1.85766405435485e-05,107.9229155202
116,89.0,100.0,2.0856917543e-07,0.815834918937,0.878320044072,44.2120183911,0.0552146495275,0.375896251803,89.1509772082,Train,U1,0.037480006805412504,0.00018042713055585,115.34696962979999
118,370.0,100.0,2.42028500401e-05,5.07656478083,12.6492844574,95.173339947,0.636286321048,0.724823794609,78.0552828785,Still,U10,0.05676701638849751,0.002997866799639,147.7209587577
119,59.0,100.0,1.77741900593e-07,0.603663163996,0.46495737238,180.593948353,0.0407087472445,0.999028940492,88.942850411,Still,U1,0.0282265254783775,5.3735831437e-05,92.41697960649999
121,20.0,100.0,1.65071560281e-06,0.995825842766,0.942392716372,317.055758448,1.83875659532,0.993875876436,72.5595997966,Bus,U3,0.151300788166475,0.0017223553754310002,69.87880228579999
122,9.0,100.0,3.6053819953e-07,0.387274268113,0.493911340963,372.547230222,10.2836456213,0.981057266504,83.9268404028,Bus,U1,0.022163586213225,0.000978068048825,84.91858049465
123,81.0,15.0,4.49036936736e-07,0.937853484028,0.60031552206,340.882838723,5.57582545115,0.641948370123,89.759161852,Bus,U1,0.58485654222865,0.010473630050165,96.30335633895
124,12.0,100.0,3.04886063965e-07,1.47972643925,2.1699725832,335.834539118,4.44640776876,0.324088390952,89.797763991,Car,U1,0.235448454134925,0.0197716471822,111.09925608215
129,118.0,100.0,3.46023756604e-07,0.533690819914,3.79569369449,320.525348397,126.490277535,0.965679072531,89.7772163222,Walking,U1,1.3540180315855,0.012355736155554999,96.953574301
130,456.0,100.0,2.41124678464e-07,0.58485565763,1.22175233446,200.697301367,0.0304498974877,0.970125627135,85.6533484064,Still,U1,0.011821835325797501,5.7063317677800006e-05,97.47638389635
134,354.0,100.0,1.84871307373e-07,1.2355730992,0.427392962801,197.968534507,0.0137921545366,0.996207594244,82.5141785195,Still,U1,0.008081067722165,7.807596918025e-05,82.0065228407
137,74.0,100.0,5.61059789559e-07,1.8389199161,1.13838470025,203.793231282,1.77063905974,0.962628790359,89.7172665919,Walking,U1,1.7689016980357501,0.0060101496256699995,107.18187580345
139,58.0,100.0,4.58895889753e-07,0.867769184768,0.917246357632,138.73866924,2.2023805115,0.930163994019,89.6851423951,Train,U1,0.063729722770555,0.00018825260794215,95.77300103825
140,300.0,92.0,4.45918761185e-07,0.707410426415,1.59925163976,328.626751634,0.186091470704,0.990522495592,89.7611383885,Train,U1,0.075259834448725,0.0001366468088475,91.22356773265
141,182.0,85.0,4.54038774312e-07,1.00243605446,3.66959007509,262.051451079,0.151844375357,0.926659874199,88.8596352715,Car,U1,0.19019378574675,0.00470867539939,151.0305624545
142,52.0,100.0,3.79332242982e-07,0.862553622852,3.37131800589,267.535771927,3.43207979625,0.73097631517,89.7458791601,Bus,U1,0.5608142064664751,0.00804536974942,75.19047040475
143,15.0,100.0,4.99563221081e-07,1.47236724299,1.3515036125,313.31207338,29.241441949,0.942754633171,89.7758071673,Bus,U1,0.157568763501225,0.00699001776737,94.4635016224
144,39.0,100.0,4.29220463507e-07,2.03506657267,1.37992181161,268.483238849,5.10807540756,0.718127228102,89.7388056141,Bus,U1,0.3526317415735,0.009653123105735,74.44076097485001
146,263.0,100.0,4.46037698417e-07,1.11032930335,0.84599674449,347.020747582,0.189774809287,0.31126144822,89.7574673198,Car,U1,0.16409255085307747,0.00473706678017,106.91153515165
148,12.0,100.0,1.97763259098e-07,0.392291953869,0.876605791857,83.8857776808,0.0262492033986,0.658596479972,49.9385929615,Still,U2,0.0325295014408025,0.000498382377453,67.5640707028
149,78.0,85.0,2.42438095731e-06,0.699405654787,1.29207129999,294.728594475,0.0753984934362,0.679906299867,71.4838375595,Bus,U7,0.0130622883263075,0.0028544100726855,109.1364991035
150,337.0,100.0,4.26495454799e-07,3.13331790122,4.13669942762,309.82593619,10.9436105791,0.74937581218,89.807814937,Walking,U1,1.65530492807375,0.04643376346715,88.06553996465
152,52.0,100.0,5.3023526738e-07,1.82354615073,8.84766093086,332.779955326,4.54700664226,0.77179696194,89.7789070063,Walking,U1,1.3203302562045,0.043611473049700006,67.1827359085
153,108.0,100.0,2.52312670078e-05,1.41726633058,1.21033081508,110.418883571,0.174243273777,0.800421291693,84.2277510587,Still,U10,0.0544790619918025,0.0014952959224350001,141.69651913644998
157,279.0,100.0,2.26712131735e-05,3.14740978981,17.5639412193,175.032690143,23.0100026134,0.984091387235,58.5870017779,Still,U10,1.30032219707275,0.01196227474781,157.2567496768
158,145.0,90.0,4.2280298808e-07,3.18622828013,0.849029526336,131.735501075,8.30539692425,0.845782880414,89.8028230778,Walking,U1,1.0609606066510002,0.0316557827729,93.0936266833
160,405.0,66.0,3.42105634237e-07,1.24084802134,0.608618660541,37.2088734825,4.38751951825,0.337898698564,89.7218055637,Car,U1,0.13983090328722497,0.01625863209631,104.1875995068
161,24.0,100.0,2.07523324495e-05,0.454922076988,0.634263564939,274.677297202,0.449977041782,0.760465786946,56.9883882759,Still,U10,0.042385135214235,0.0033410059114700004,148.67617550584998
163,71.0,92.0,4.99764902324e-07,0.254049742525,3.25182008544,202.559661896,0.0701953846592,0.993115179671,89.759161852,Train,U1,0.10402830778755,0.00038189472406500004,68.9562349402
166,18.0,8.0,2.06141438991e-07,0.216888069194,0.790050122363,314.161914837,0.709124109608,0.505435194753,89.7617030306,Bus,U1,0.419207453275175,0.004508908681584,107.92419499355
167,116.0,100.0,1.99144277887e-07,0.556632787108,0.52581686349,42.2393472078,0.0319258725343,0.377404189496,86.2981094637,Car,U1,0.0270247588474225,0.00014801750525965,120.04447287225
168,38.0,100.0,3.59363576604e-05,2.10608079214,1.96237989493,205.805161402,1.83498427207,0.996946874013,64.1419108084,Still,U10,0.08658312068397,0.0016834718464820001,159.133788992
169,8.0,100.0,2.15893748005e-07,4.92940282448,1.51252634603,171.665535366,0.643018456016,0.997449765044,89.7762296806,Train,U1,0.24697588530144998,0.0008707903898754999,107.2134527664
170,66.0,100.0,3.01927436622e-07,0.967031661249,1.87692543282,280.762722267,139.737103108,0.942199330193,89.7597266226,Walking,U1,2.3732636379235,0.02294615855025,94.1829795889
171,266.0,100.0,5.71738824671e-05,1.18927769295,3.18831968955,52.3699265316,0.392588070243,0.450845226562,50.1029995664,Still,U10,0.18961228722582502,0.0008005535989305,140.38711532275002
172,6.0,100.0,2.7565143608e-07,3.9299004448,2.18799195258,299.861058609,20.3496655427,0.98565826864,73.7022893809,Walking,U3,2.67326149096,0.00497155977784,74.8586284468
173,139.0,92.0,2.26095979077e-07,4.34972943624,1.88068959519,327.527478736,2.27856811431,0.973992218296,89.7794595239,Train,U1,0.146280310891325,0.0008515614951585,71.9925248409
174,3.0,85.0,4.71722388864e-05,0.560481683028,31.0898139744,225.562094491,0.619617263712,0.921293087223,85.5448474556,Car,U10,0.40159448774055,0.01363107785557,211.0244597331
175,22.0,100.0,2.69967783249e-07,0.878119256784,0.245053383181,341.051791286,1.93841916662,0.324592527674,89.797763991,Car,U1,0.1461390763805125,0.0045547273946450004,106.48838095229999
176,366.0,5.0,3.32920013374e-07,3.51424543447,1.01963121958,290.898873764,25.5280459941,0.834938282222,16.9019608003,Walking,U3,1.01141157240275,0.04060413148005,59.869913399249995
177,38.0,100.0,3.20510499354e-07,3.51221931428,2.97302644276,234.730972541,0.611272407517,0.91276215998,89.7543598185,Car,U1,0.5306023957112,0.002522089207435,98.5087913868
178,25.0,100.0,3.89537644462e-05,1.08858844978,0.842132778024,137.102363222,0.425301985522,0.929869317646,84.9937485561,Car,U10,1.0320842209771501,0.003371380158895,143.038243653
180,77.0,69.0,3.86445996359e-07,0.647059840312,4.86438347293,138.800183379,0.00135100885106,0.936532914891,79.3153192837,Train,U1,0.006944790353250001,1.8149101937915e-05,123.269122165
182,298.0,100.0,6.70935629831e-07,2.86416036155,5.40335667364,246.104790896,3.11318035013,0.771856246334,89.7512512051,Walking,U1,1.7471623267632501,0.06293029367375,91.49375970050001
185,139.0,77.0,1.08443310105e-06,1.17801749646,2.48757612612,327.951976233,0.273831038185,0.734746141666,85.2447489948,Bus,U7,0.27207452096372503,0.0276293494574,104.26946659885
186,37.0,100.0,4.11876503867e-07,1.17618412688,2.23334781891,313.895716797,3.4012570882,0.977500744736,89.7554899476,Bus,U1,0.82837632050275,0.0038739105045749998,85.0119568277
187,167.0,100.0,3.41782765726e-07,1.14009991891,2.45137733666,184.154255061,2.41229116712,0.99889466207,89.7124413341,Walking,U1,0.837158472241225,0.0031047065169760002,101.8925018683
189,204.0,100.0,2.74528711919e-07,1.38308243547,0.201320832705,208.687426992,23.5578096448,0.962153509598,89.6899828379,Walking,U1,1.88337511389025,0.01812410299505,104.22940415560001
190,73.0,100.0,4.24804537593e-07,0.777511260814,0.0701502974088,106.966801412,2.32936097807,0.717308001539,89.7631144753,Bus,U1,0.04041476096355,0.000839003662199,71.9243186477
191,16.0,100.0,3.93049933237e-07,2.25959404468,5.97171193849,230.244591745,106.019553346,0.804777446131,89.7696041685,Walking,U1,3.5921681405282495,0.022826367847425002,87.7099043499
192,55.0,100.0,5.04492301665e-06,0.540094899117,0.958490166595,115.342815018,0.00919539193374,0.821158775853,77.5793272646,Still,U10,0.0037297705911104994,4.8644940306399995e-05,163.8472391594
193,88.0,85.0,2.06211429319e-06,1.23175482929,0.0370251010124,289.583960792,0.161450056112,0.667553314842,82.5679853744,Bus,U7,0.24633606527198074,0.0138471768586,108.2781395917
194,11.0,100.0,1.84397400749e-07,1.01204652782,0.940355977306,316.224366085,17.9780792199,0.996043141941,89.7828506566,Bus,U1,0.14992326118125002,0.0015198638661,85.6789353882
196,22.0,100.0,2.83202211083e-07,9.96209088519,6.11441406166,145.447959044,0.0424050557819,0.955606497428,88.1096592597,Train,U1,0.05844606930568,0.00011941589052905,132.85414811655
197,81.0,92.0,1.6621150222e-07,0.144580961207,1.07022249628,295.877525473,9.63111563938,0.738227844402,80.917407849,Walking,U2,1.13352972315175,0.010810469552965,80.54695379095
199,225.0,100.0,3.50974962279e-07,0.713654713304,1.01114579287,218.065185944,0.452836995883,0.998710416998,74.2378309976,Still,U1,0.01633310026452,0.0001220738630385,72.88801130955
202,65.0,92.0,3.7613624373e-07,1.1975556511,0.232676722382,357.992457381,0.321462182566,0.168157028601,85.91178178,Car,U1,0.044689527599775,0.002138878048448,81.8400171749
204,62.0,100.0,4.22368942124e-07,2.75472519586,1.06758330526,43.0515209595,0.00587613987102,0.36797663202,89.6623275555,Train,U1,0.0426077547611525,0.0001905963065356,88.89613868389999
206,106.0,54.0,3.08862769198e-07,0.916927302931,0.715515470776,154.307913582,4.68667563043,0.96057192475,89.771860317,Bus,U1,0.44738031462302497,0.0031593054774100003,104.8049077668
207,110.0,100.0,4.93470258112e-07,2.89749312135,3.10042784678,359.078244428,40.0998036441,0.984342338822,89.7594859826,Walking,U1,1.3391984643445,0.00886856445267,98.59257721215
208,416.0,66.0,3.57501288698e-07,3.18176317109,1.07969696766,345.436398184,0.426696471324,0.32527861247,89.7915766584,Car,U1,0.33571406584565,0.007627284278915,105.3550181873
209,218.0,100.0,5.02430465032e-07,1.52593911232,8.75167632124,184.119030589,0.0904825762676,0.99938802677,89.7279009345,Train,U1,0.030676581172325,3.938034810195e-05,118.45184209515
211,208.0,100.0,3.20938195278e-07,2.73813721697,3.05609987769,212.276836015,28.2470503193,0.958721325094,89.6899828379,Walking,U1,1.5552175609042502,0.018041075045,102.6464786424
214,195.0,80.0,3.8678740991e-07,3.12902463279,1.41437936675,304.25426126,7.1637227238,0.771890417785,6.02059991328,Walking,U3,0.6965175230852501,0.0224733224506,51.1789802686
216,41.0,100.0,2.76110446156e-07,0.721924843447,0.61965531635,200.593386241,0.00798112008256,0.972051565747,88.4195671139,Still,U1,0.006529913773985,4.0404500372e-05,95.0179056465
217,220.0,100.0,1.17206696655e-05,0.572296624169,6.46534146175,201.764551887,0.463956116995,0.993868767687,88.0490972379,Train,U7,0.12094362477465001,0.00041940854581400003,204.01115621050002
218,82.0,100.0,4.48137150916e-07,2.0924676407,3.36229586062,144.703798995,17.2780858557,0.966473974676,89.7107376617,Walking,U1,2.341118115514,0.0538585990899,99.64846008425
219,247.0,5.0,7.53691283404e-07,1.68655196344,1.92795982901,310.123149684,8.48391707681,0.739974989355,19.0848501888,Walking,U3,0.442263813523125,0.0363585980991,52.3762336778
223,319.0,100.0,2.92051820817e-07,0.875418086031,4.31334755719,278.922647091,175.300402008,0.997116561589,89.7416340599,Walking,U1,1.034980364546,0.028403296435665002,98.00389438025
224,34.0,100.0,3.18508094348e-07,1.3003146543,2.12458250209,315.77723346,0.0115485740163,0.975092061039,89.7867925172,Bus,U1,0.6355496443485,0.0025941985612750003,87.3224196803
225,10.0,15.0,5.17343234783e-07,0.339570386313,0.952050528168,133.568840012,3.28144881349,0.867237261662,89.7650901127,Bus,U1,0.6824823947456,0.00982229772241,99.61723528475
227,371.0,100.0,1.2496492238e-05,0.61374419274,0.628393596727,348.961316803,1.5902373032e-05,0.0965823805521,31.0585067439,Still,U10,0.0059436435287635,6.5089414747900005e-06,160.52536362614998
228,150.0,100.0,5.3093142724e-07,0.806506596207,0.474026839253,37.1039181136,0.113916988197,0.324584019456,88.7241451373,Train,U1,0.042095073841712495,0.004204388482685,110.2569045207
229,55.0,100.0,5.20185198002e-07,1.9269726834,0.256589834559,220.173731578,0.21037037822,0.938815434605,89.7983262573,Train,U1,0.16657927250444252,0.000527785378861,116.50770018349999
230,46.0,100.0,4.42627230291e-07,0.878977551839,0.914687474833,295.6997146,0.880750466811,0.973121905468,89.7532295424,Bus,U1,0.44157259782575,0.00210663164233,86.3980416802
231,189.0,100.0,3.3312931833e-05,0.863412875882,0.674194240084,89.2197973921,1.13441703606,0.692491807464,60.8799709223,Still,U10,0.1686164806553725,0.004815053251865,143.08800268015
233,35.0,100.0,4.45233230428e-07,0.598441786562,2.34786155807,320.237175756,8.95299858248,0.844162312878,89.762267636,Bus,U1,0.31754613797667497,0.004033539120534,92.32289380649999
234,345.0,100.0,2.88872491491e-07,0.623146832734,1.19111113901,198.868571037,0.242956095746,0.995248567761,82.5141785195,Still,U1,0.0285742790455275,6.58783768064e-05,82.336411268
238,322.0,100.0,3.15435240357e-07,0.424326742544,4.00259110142,338.627896046,0.702734065379,0.341378478226,89.808978223,Car,U1,0.322740167044975,0.0007850651021074999,105.071153745
239,314.0,100.0,4.54484947156e-07,1.92650222665,8.05330432416,206.135839218,101.099078191,0.898972524087,88.871517595,Walking,U1,0.714195645324,0.03633946777305,103.07377943694999
242,406.0,51.0,3.1421539786e-07,1.38612280865,0.300614550348,356.551889878,0.597144008139,0.836378793149,89.7619853379,Walking,U1,0.017455352454075,0.001335418470435,62.19750237845
243,25.0,100.0,2.15102243425e-07,0.96531301625,0.69134148519,180.547357322,0.140143480319,0.999167853692,88.7346993158,Still,U1,0.0083558990869325,4.795704442695e-05,93.86490919319999
